implementation,checkpoint,support_low,support_high,source_file,window_end,gt,pred,threshold,win_size
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,19,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,20,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,21,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,22,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,23,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,24,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,25,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,26,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,27,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,28,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,29,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,9,0,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,10,0,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,11,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,12,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,13,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,14,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,15,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,16,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,17,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,18,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,19,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,20,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,21,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,22,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,23,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,24,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,25,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,26,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,27,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,28,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,29,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,9,0,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,10,0,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,11,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,12,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,13,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,14,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,15,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,16,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,17,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,18,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,19,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,20,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,21,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,22,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,23,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,24,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,25,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,26,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,27,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,28,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,29,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,9,0,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,10,0,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,11,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,12,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,13,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,14,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,15,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,16,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,17,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,18,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,19,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,20,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,21,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,22,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,23,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,24,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,25,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,26,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,27,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,28,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,29,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,9,0,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,10,0,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,11,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,12,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,13,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,14,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,15,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,16,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,17,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,18,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,19,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,20,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,21,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,22,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,23,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,24,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,25,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,26,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,27,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,28,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,29,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,9,0,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,10,0,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,11,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,12,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,13,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,14,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,15,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,16,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,17,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,18,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,19,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,20,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,21,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,22,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,23,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,24,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,25,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,26,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,27,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,28,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,29,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,9,0,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,10,0,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,11,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,12,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,13,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,14,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,15,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,16,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,17,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,18,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,19,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,20,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,21,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,22,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,23,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,24,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,25,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,26,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,27,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,28,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,29,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,9,0,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,10,0,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,11,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,12,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,13,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,14,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,15,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,16,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,17,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,18,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,19,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,20,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,21,1,1,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,22,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,23,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,24,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,25,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,26,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,27,1,0,5.0,5
baseline,adult_model_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,28,1,0,5.0,5
