implementation,checkpoint,support_low,support_high,source_file,gt,pred,threshold
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-34-5-77-15-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-5-12-15-20-87.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-2-77-15-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-12-77-15-87-89-26-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-20-87-89-26.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-13-15-54-59.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-14-15-48-20-89.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,1,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-77-14-89-57.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-78-50.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-78-50.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-78-50.pkl,0,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-78-50.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-78-50.pkl,1,0,5.0
baseline,adult_model,0.0428,0.0546,models-ckpt\sup-wise\adult_model-noise-0.50-support-0.0428-0.0546-target-129-34-5-78-50.pkl,1,1,5.0
